,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
10653,0.14,0.66,5,281,4,1,0,0,財務會計,中
10654,0.64,0.49,3,241,3,0,0,0,人力資源,中
10655,0.98,0.91,3,165,2,1,0,0,人力資源,中
10656,0.71,0.59,4,143,2,0,0,0,人力資源,中
10657,0.96,0.49,5,137,3,0,0,0,人力資源,中
10658,0.9,0.57,4,185,3,1,0,0,技術員,中
10659,0.52,0.96,3,271,3,1,0,0,技術員,中
10660,0.78,0.98,4,207,2,1,0,0,技術員,中
10661,0.62,0.69,4,184,3,0,0,0,技術員,低
10662,0.6,0.8,4,253,2,0,0,0,技術員,低
10663,0.82,0.62,3,152,6,0,0,0,技術員,低
10664,0.52,0.55,3,225,2,0,0,0,技術員,低
10665,0.13,0.84,5,189,5,0,0,0,技術員,低
10666,0.97,0.93,3,153,2,0,0,0,技術員,低
10667,0.63,0.9,4,245,3,0,0,0,技術員,低
10668,0.68,0.78,5,233,3,0,0,0,技術員,高
10669,0.74,0.83,4,210,3,0,0,0,技術支援,低
10670,0.89,0.57,4,176,4,0,0,0,技術支援,高
10671,0.28,0.95,5,191,3,0,0,0,技術支援,高
10672,0.61,0.9,3,224,3,0,0,0,技術支援,低
10673,0.67,0.49,3,185,3,0,0,0,技術支援,低
10674,0.86,0.64,3,245,4,0,0,0,技術支援,高
10675,0.87,0.93,3,173,2,0,0,0,技術支援,低
10676,0.7,0.95,4,231,3,0,0,0,技術支援,中
10677,0.68,0.84,3,270,3,0,0,0,技術支援,高
10678,0.69,0.75,5,196,3,0,0,0,技術支援,中
10679,0.97,0.83,3,238,2,0,0,0,技術支援,中
10680,0.62,0.89,4,261,2,0,0,0,技術員,中
10681,0.55,0.87,3,201,2,0,0,0,技術員,中
10682,0.61,0.73,3,252,3,0,0,0,技術員,高
10683,0.15,0.81,3,191,5,0,0,0,經理,中
10684,0.84,0.86,3,199,3,0,0,0,資訊科技,中
10685,0.87,0.64,5,234,2,1,0,0,資訊科技,中
10686,0.93,0.86,4,192,4,0,0,0,資訊科技,高
10687,0.14,0.73,6,237,5,0,0,0,資訊科技,中
10688,0.96,0.7,3,207,3,0,0,0,資訊科技,高
10689,0.41,0.63,2,145,2,0,0,0,產品管理,低
10690,0.84,0.96,6,155,5,0,0,0,產品管理,中
10691,0.94,0.69,5,145,2,0,0,0,產品管理,中
10692,0.6,0.86,6,247,6,0,0,0,產品管理,中
10693,0.7,0.73,4,182,3,0,0,0,資訊科技,中
10694,0.29,0.91,4,183,4,0,0,0,研發,低
10695,0.31,0.51,2,146,3,0,0,0,研發,低
10696,0.73,0.99,3,241,3,0,0,0,研發,低
10697,0.51,0.52,5,261,3,1,0,0,研發,低
10698,0.58,0.77,4,140,3,0,0,0,研發,低
10699,0.59,0.97,3,257,3,0,0,0,行銷,低
10700,0.95,0.9,3,186,2,0,0,0,行銷,低
10701,0.84,0.93,3,159,3,0,0,0,業務,低
10702,0.28,0.37,3,164,4,1,0,0,財務會計,低
10703,0.94,0.52,4,217,6,1,0,0,技術支援,低
10704,0.49,0.59,4,137,4,0,0,0,技術員,高
10705,0.72,0.5,4,164,2,1,0,0,經理,低
10706,0.19,0.85,5,249,3,0,0,0,行銷,低
10707,0.83,0.95,3,264,2,0,0,0,行銷,低
10708,0.79,0.92,4,208,2,1,0,0,行銷,低
10709,0.72,0.61,3,175,3,0,0,0,業務,高
10710,0.97,0.74,4,209,2,0,0,0,業務,低
10711,0.92,0.83,4,268,4,0,0,0,業務,低
10712,0.95,0.53,3,264,3,0,0,0,業務,低
10713,0.76,0.64,4,234,2,0,0,0,業務,高
10714,0.24,0.62,5,199,4,0,0,0,業務,低
10715,0.89,0.99,4,205,2,0,0,1,業務,中
10716,0.69,0.63,5,140,4,0,0,1,業務,高
10717,0.92,0.98,3,257,3,0,0,1,業務,中
10718,0.79,0.61,4,227,2,0,0,1,業務,高
10719,0.87,0.94,4,189,3,0,0,1,業務,中
10720,0.89,0.88,5,241,2,1,0,0,業務,中
10721,0.75,0.77,5,199,4,0,0,0,業務,中
10722,0.78,0.6,4,206,3,0,0,0,業務,中
10723,0.13,0.62,5,268,3,0,0,0,業務,中
10724,0.94,0.86,3,221,3,1,0,0,業務,中
10725,0.94,0.88,4,262,2,0,0,0,業務,中
10726,0.67,0.6,5,253,6,0,0,0,業務,中
10727,0.6,0.73,5,241,3,0,0,0,業務,高
10728,0.62,0.94,4,252,4,0,0,0,財務會計,低
10729,0.38,0.52,2,171,3,0,0,0,財務會計,中
10730,0.8,0.77,4,194,3,0,0,0,財務會計,中
10731,0.61,0.42,3,104,2,0,0,0,人力資源,中
10732,0.61,0.56,4,176,3,0,0,0,人力資源,中
10733,0.66,0.8,4,192,3,0,0,0,人力資源,中
10734,0.56,0.74,3,154,2,0,0,0,人力資源,中
10735,1,0.55,4,186,4,1,0,0,技術員,中
10736,0.73,0.86,3,200,4,0,0,0,技術員,中
10737,0.6,0.66,4,132,4,0,0,0,技術員,中
10738,0.78,0.59,5,236,3,0,0,0,技術員,高
10739,0.48,0.53,3,211,4,0,0,0,技術員,低
10740,0.9,0.77,4,273,2,0,0,0,技術員,低
10741,0.16,0.76,4,223,4,0,0,0,技術員,低
10742,0.5,0.75,3,204,2,0,0,0,技術員,高
10743,0.66,0.65,3,196,3,1,0,0,技術員,低
10744,0.44,0.37,2,219,2,0,0,0,技術員,低
10745,0.95,0.67,4,261,3,0,0,0,技術員,低
10746,0.9,0.65,3,254,2,0,0,0,技術支援,高
10747,0.27,0.48,4,185,2,0,0,0,技術支援,低
10748,0.51,0.74,6,98,3,0,0,0,技術支援,低
10749,0.68,0.76,3,260,4,0,0,0,技術支援,低
10750,0.97,0.93,5,137,2,1,0,0,技術支援,低
10751,0.91,0.75,4,159,3,1,0,0,技術支援,低
10752,0.76,0.88,5,265,4,0,0,0,技術支援,低
10753,0.88,0.61,4,177,4,1,0,0,技術支援,低
10754,0.83,0.73,4,247,2,0,0,0,技術支援,中
10755,0.78,0.54,3,161,3,0,0,0,技術支援,中
10756,0.52,0.38,2,103,3,0,0,0,技術支援,中
10757,0.63,0.49,4,151,3,0,0,0,技術員,中
10758,0.9,0.74,3,193,3,0,0,0,技術員,中
10759,0.48,0.58,3,194,3,0,0,0,技術員,中
10760,0.7,0.6,5,208,3,0,0,0,經理,中
10761,0.68,0.66,4,229,3,0,0,0,資訊科技,中
10762,0.7,0.87,3,166,2,0,0,0,資訊科技,中
10763,0.77,0.5,3,141,3,0,0,0,資訊科技,中
10764,0.73,0.93,3,249,2,0,0,0,資訊科技,中
10765,0.87,0.48,4,264,3,0,0,0,資訊科技,中
10766,0.65,0.98,3,252,2,0,0,0,產品管理,高
10767,0.62,0.7,2,134,3,0,0,0,產品管理,低
10768,0.53,0.51,3,274,2,1,0,0,產品管理,中
10769,0.59,0.39,5,200,4,0,0,0,產品管理,中
10770,0.87,0.72,2,154,3,0,0,0,資訊科技,中
10771,0.47,0.53,3,111,4,0,0,0,研發,中
10772,0.96,0.81,3,247,3,0,0,0,研發,低
10773,0.79,0.74,3,169,3,0,0,0,研發,低
10774,0.84,0.6,3,250,3,1,0,0,研發,低
10775,0.68,0.49,3,178,3,1,0,0,研發,低
10776,0.86,0.66,4,251,3,0,0,0,研發,低
10777,0.73,0.98,5,272,2,0,0,0,行銷,低
10778,0.9,0.67,2,229,4,0,0,0,業務,低
10779,0.63,0.64,3,180,3,0,0,0,財務會計,低
10780,0.71,0.72,3,271,2,0,0,0,技術支援,低
10781,0.71,0.68,5,226,3,0,0,0,技術員,低
10782,0.95,0.62,4,150,2,0,0,0,經理,低
10783,0.51,0.86,4,260,3,1,0,0,行銷,低
10784,0.77,0.91,4,161,3,0,0,0,行銷,低
10785,0.48,0.51,3,136,3,0,0,0,行銷,低
10786,0.93,0.91,2,238,2,1,0,0,業務,低
10787,0.83,0.86,4,98,4,0,0,0,業務,低
10788,0.61,0.73,5,156,4,0,0,0,業務,低
10789,0.97,0.89,4,248,2,0,0,0,業務,低
10790,0.5,0.81,3,170,2,0,0,0,業務,低
10791,0.84,0.54,3,245,3,0,0,0,業務,低
10792,0.58,0.38,4,203,5,0,0,0,業務,低
10793,0.59,0.72,3,182,3,0,0,0,業務,中
10794,0.77,0.83,3,175,3,0,0,1,業務,中
10795,0.78,0.4,4,145,5,1,0,1,業務,中
10796,0.6,0.96,4,220,3,1,0,1,業務,中
10797,0.53,0.77,4,259,2,1,0,1,業務,中
10798,0.73,0.69,3,228,2,0,0,1,業務,中
10799,0.76,0.94,3,189,3,0,0,0,業務,中
10800,0.12,0.61,6,257,3,0,0,0,業務,中
10801,0.2,0.98,3,180,6,0,0,0,業務,中
10802,0.5,0.77,4,180,3,0,0,0,業務,中
10803,0.79,0.65,5,215,2,1,0,0,業務,中
10804,0.96,0.68,3,132,2,0,0,0,業務,中
10805,0.26,0.69,5,213,2,0,0,0,財務會計,高
10806,0.8,0.72,4,173,3,0,0,0,財務會計,低
10807,0.43,0.71,3,186,2,0,0,0,財務會計,中
10808,0.87,0.71,4,157,2,0,0,0,人力資源,中
10809,0.63,0.75,4,175,4,0,0,0,人力資源,中
10810,0.58,0.48,3,135,3,1,0,0,人力資源,中
10811,0.2,0.42,4,256,5,0,0,0,人力資源,低
10812,0.62,0.71,4,268,3,0,0,0,技術員,低
10813,0.91,0.94,5,159,3,0,0,0,技術員,低
10814,0.66,0.91,3,191,4,0,0,0,技術員,低
10815,0.53,0.81,3,275,2,0,0,0,技術員,低
10816,0.52,0.98,5,217,2,1,0,0,技術員,低
10817,1,0.88,6,201,4,0,0,0,技術員,低
10818,0.73,0.67,4,205,3,0,0,0,技術員,低
10819,0.65,0.67,3,240,2,1,0,0,技術員,低
10820,0.5,0.95,5,137,3,0,0,0,技術員,低
10821,0.94,0.59,4,241,2,0,0,0,技術員,低
10822,0.48,0.86,5,198,4,0,0,0,技術員,低
10823,0.67,0.87,5,254,2,0,0,0,技術支援,低
10824,0.73,0.94,4,262,3,0,0,0,技術支援,低
10825,0.63,0.71,4,244,2,0,0,0,技術支援,低
10826,0.84,0.84,4,266,3,0,0,0,技術支援,低
10827,0.2,0.94,6,191,5,0,0,0,技術支援,低
10828,0.76,0.57,3,148,3,1,0,0,技術支援,低
10829,0.55,0.54,3,233,2,0,0,0,技術支援,低
10830,0.8,0.55,4,178,2,1,0,0,技術支援,低
10831,0.64,0.91,3,165,3,1,0,0,技術支援,低
10832,0.59,0.97,5,179,6,0,0,0,技術支援,中
10833,0.92,0.98,3,149,3,0,0,0,技術支援,中
10834,0.75,0.76,3,269,2,1,0,0,技術員,中
10835,0.69,0.74,5,227,2,0,0,0,技術員,中
10836,0.82,0.93,3,247,3,0,0,0,技術員,中
10837,0.88,0.85,3,220,3,0,0,0,經理,中
10838,0.89,0.91,3,233,2,0,0,0,資訊科技,中
10839,1,0.79,5,171,5,0,0,0,資訊科技,中
10840,0.66,0.91,4,234,2,1,0,0,資訊科技,中
10841,0.76,0.92,3,176,2,0,0,0,資訊科技,中
10842,0.8,0.62,5,190,4,1,0,0,資訊科技,中
10843,0.58,0.86,4,168,2,0,0,0,產品管理,中
10844,0.73,0.93,3,205,3,0,0,0,產品管理,高
10845,1,0.73,5,189,3,1,0,0,產品管理,低
10846,0.18,0.9,4,282,4,0,0,0,產品管理,中
10847,0.47,0.46,2,152,2,0,0,0,資訊科技,中
10848,0.92,0.64,4,217,4,0,0,0,研發,中
10849,0.51,0.5,4,130,3,0,0,0,研發,中
10850,0.81,0.62,4,153,4,0,0,0,研發,低
10851,0.52,0.57,3,270,3,0,0,0,研發,低
10852,0.95,0.96,3,220,3,0,0,0,研發,低
10853,0.93,0.64,4,253,3,0,0,0,研發,低
10854,0.98,0.67,4,209,6,0,0,0,行銷,低
10855,0.79,0.79,4,231,2,0,0,0,業務,低
10856,0.99,0.73,4,240,4,0,0,0,財務會計,低
10857,0.64,0.9,5,266,3,0,0,0,技術支援,低
10858,0.54,0.44,3,153,2,0,0,0,技術員,低
10859,0.79,0.59,4,187,2,0,0,0,經理,低
10860,0.55,0.98,4,185,2,1,0,0,行銷,低
10861,0.18,0.81,4,147,4,0,0,0,行銷,低
10862,0.56,0.81,4,188,3,1,0,0,行銷,低
10863,0.92,0.67,2,252,2,0,0,0,業務,低
10864,0.99,0.75,4,163,2,0,0,0,業務,低
10865,0.77,0.85,4,189,2,0,0,0,業務,低
10866,0.49,0.52,3,156,2,0,0,0,業務,低
10867,0.98,0.58,3,183,3,0,0,0,業務,低
10868,0.18,0.54,6,209,5,1,0,0,業務,低
10869,0.8,0.82,4,271,4,0,0,0,業務,低
10870,0.81,0.77,5,251,2,0,0,0,業務,低
10871,0.13,0.61,5,198,5,0,0,0,業務,中
10872,0.58,0.97,3,274,4,1,0,1,業務,中
10873,0.75,0.63,4,209,3,0,0,1,業務,中
10874,0.8,0.94,4,271,4,0,0,1,業務,中
10875,0.78,0.6,4,143,2,0,0,1,業務,中
10876,0.92,0.6,5,236,3,1,0,1,業務,中
10877,0.85,0.98,5,222,3,0,0,1,業務,中
10878,0.52,0.63,3,233,3,0,0,1,業務,中
10879,0.95,0.84,3,270,3,1,0,1,業務,中
10880,0.81,0.92,5,258,3,0,0,1,業務,中
10881,0.16,0.82,6,202,4,1,0,1,業務,中
10882,0.91,0.74,3,150,2,0,0,0,財務會計,中
10883,0.62,0.51,4,193,3,0,0,0,財務會計,高
10884,0.24,0.42,5,210,5,0,0,0,財務會計,低
10885,0.88,0.51,3,208,3,0,0,0,人力資源,中
10886,0.94,0.73,3,196,3,0,0,0,人力資源,中
10887,0.76,0.79,5,187,4,0,0,0,人力資源,中
10888,0.49,0.67,3,140,2,0,0,0,人力資源,中
10889,0.93,0.9,4,256,4,0,0,0,技術員,低
10890,0.92,0.66,4,113,3,0,0,0,技術員,低
10891,0.19,0.94,4,196,5,0,0,0,技術員,低
10892,0.66,0.76,3,170,3,0,0,0,技術員,低
10893,0.16,0.94,4,261,6,0,0,0,技術員,低
10894,0.83,0.99,5,132,3,0,0,0,技術員,低
10895,0.69,0.53,3,153,3,0,0,0,技術員,低
10896,0.82,0.53,3,147,3,1,0,0,技術員,低
10897,0.88,0.72,5,244,2,0,0,0,技術員,低
10898,0.31,0.42,4,108,4,0,0,0,技術員,低
10899,0.83,0.49,4,218,2,0,0,0,技術員,低
10900,0.94,0.52,5,133,3,0,0,0,技術支援,低
10901,0.65,0.79,5,233,3,0,0,0,技術支援,低
10902,0.6,0.6,4,147,3,0,0,0,技術支援,低
10903,0.52,0.43,3,176,3,0,0,0,技術支援,低
10904,0.66,0.89,4,169,4,0,0,0,技術支援,低
10905,0.87,0.87,4,144,3,0,0,0,技術支援,低
10906,0.2,0.99,5,151,3,1,0,0,技術支援,低
10907,0.63,0.91,4,252,3,1,0,0,技術支援,中
10908,0.69,0.98,4,180,3,0,0,0,技術支援,中
10909,0.48,0.61,3,251,3,0,0,0,技術支援,中
10910,0.8,0.8,4,263,4,0,0,0,技術支援,中
10911,0.89,0.74,5,260,6,0,0,0,技術員,中
10912,0.67,0.63,3,227,3,0,0,0,技術員,中
10913,0.37,0.86,6,260,3,0,0,0,技術員,中
10914,0.93,0.61,5,158,3,0,0,0,經理,中
10915,0.69,0.52,3,186,3,0,0,0,資訊科技,中
10916,0.16,0.61,4,171,6,0,0,0,資訊科技,中
10917,0.81,0.55,3,199,2,1,0,0,資訊科技,中
10918,0.97,0.63,5,258,2,0,0,0,資訊科技,中
10919,0.77,0.59,4,273,2,0,0,0,資訊科技,高
10920,0.75,0.78,2,259,3,0,0,0,產品管理,低
10921,0.88,0.82,3,265,3,0,0,0,產品管理,中
10922,0.43,0.51,5,168,4,0,0,0,產品管理,中
10923,0.99,0.99,4,163,4,0,0,0,產品管理,中
10924,0.59,0.65,5,265,3,0,0,0,資訊科技,中
10925,0.89,0.71,4,190,3,0,0,0,研發,低
10926,0.54,0.73,3,157,3,0,0,0,研發,低
10927,0.32,0.86,4,266,4,0,0,0,研發,低
10928,0.17,0.55,6,240,6,0,0,0,研發,低
10929,0.78,0.55,3,143,3,0,0,0,研發,低
10930,0.73,0.68,3,121,5,0,0,0,研發,低
10931,0.65,0.76,2,170,5,0,0,0,資訊科技,低
10932,0.8,0.71,4,161,4,0,0,0,資訊科技,低
10933,0.61,0.86,3,239,3,0,0,0,資訊科技,低
10934,0.67,0.49,3,224,3,0,0,0,資訊科技,低
10935,0.63,0.57,3,242,3,0,0,0,產品管理,低
10936,0.51,0.58,4,140,2,1,0,0,產品管理,低
10937,0.82,0.59,5,170,3,0,0,0,產品管理,低
10938,0.79,0.67,5,156,2,0,0,0,產品管理,低
10939,0.49,0.6,2,113,5,0,0,0,資訊科技,低
10940,0.7,0.59,3,138,3,0,0,0,研發,低
10941,0.13,0.5,3,137,5,0,0,0,研發,低
10942,0.83,0.52,5,217,3,0,0,0,研發,低
10943,0.83,0.91,3,155,3,0,0,0,研發,低
10944,0.19,0.83,5,280,4,0,0,0,研發,低
10945,0.8,0.81,5,248,2,1,0,0,研發,低
10946,0.49,0.67,2,190,8,0,0,0,行銷,中
10947,0.92,0.99,3,176,8,0,0,0,業務,中
10948,0.81,0.55,4,217,8,0,0,0,財務會計,中
10949,0.62,0.91,3,269,8,0,0,0,技術支援,中
10950,0.21,0.7,3,238,8,0,0,0,技術員,中
10951,0.95,0.74,5,243,6,0,0,0,經理,中
10952,0.51,0.8,4,198,6,0,0,0,行銷,中
10953,0.52,0.89,3,188,6,0,0,0,行銷,中
10954,0.64,0.56,3,257,6,0,0,0,行銷,中
10955,0.62,0.79,4,268,6,0,0,0,業務,中
10956,0.73,0.88,5,233,4,1,0,0,業務,中
10957,0.32,0.86,4,214,5,0,0,0,業務,中
10958,0.78,0.96,2,285,3,0,0,0,業務,高
10959,0.65,0.91,4,224,2,1,0,0,業務,低
10960,0.56,0.92,4,224,3,0,0,0,業務,中
10961,0.96,0.89,3,142,4,0,0,0,業務,中
10962,0.79,0.82,4,220,3,0,0,0,業務,中
10963,0.66,0.58,4,244,3,0,0,0,業務,中
10964,0.67,0.68,4,171,3,0,0,0,業務,低
10965,0.86,0.82,4,274,2,1,0,0,業務,低
10966,0.57,0.72,4,214,2,1,0,0,業務,低
10967,0.86,0.87,5,171,2,0,0,0,業務,低
10968,0.52,0.59,5,150,2,0,0,0,業務,低
10969,0.73,0.61,4,260,2,1,0,0,業務,低
10970,0.78,0.63,5,259,3,0,0,0,業務,低
10971,0.95,0.63,3,153,2,0,0,0,業務,低
10972,0.75,0.61,3,263,3,0,0,0,業務,低
10973,0.83,0.52,2,149,2,1,0,0,業務,低
10974,0.48,1,4,261,3,0,0,0,財務會計,低
10975,0.3,0.58,2,189,4,1,0,0,財務會計,低
10976,0.72,0.85,5,237,4,0,0,0,財務會計,低
10977,0.61,0.52,3,224,3,0,0,0,人力資源,低
10978,0.31,0.87,6,240,3,1,0,0,人力資源,低
10979,0.62,0.81,3,245,2,1,0,0,人力資源,低
10980,0.48,0.49,3,268,3,0,0,0,人力資源,低
10981,0.97,0.89,4,208,2,1,0,0,技術員,低
10982,0.61,0.83,4,153,2,0,0,0,技術員,低
10983,0.93,0.99,3,169,3,0,0,0,技術員,低
10984,0.89,0.39,5,218,2,0,0,0,技術員,低
10985,0.95,0.9,3,155,3,0,0,0,技術員,中
10986,0.36,0.44,5,155,3,0,0,0,技術員,中
10987,0.29,0.39,6,105,6,0,0,0,技術員,中
10988,0.65,0.83,4,251,2,0,0,0,技術員,中
10989,0.72,0.54,4,219,2,0,0,0,技術員,中
10990,0.51,0.56,4,198,2,1,0,0,技術員,中
10991,0.54,0.53,4,158,2,0,0,0,技術員,中
10992,0.66,0.58,3,157,2,0,0,0,技術支援,中
10993,0.59,0.54,4,178,2,0,0,0,技術支援,中
10994,0.45,0.48,3,145,2,0,0,0,技術支援,中
10995,0.15,0.91,5,230,3,0,0,0,技術支援,中
10996,0.95,0.53,3,174,3,0,0,0,技術支援,中
10997,0.49,0.59,5,140,3,0,0,0,技術支援,高
10998,0.68,0.97,3,174,2,0,0,0,技術支援,低
10999,0.7,0.76,4,173,2,0,0,0,技術支援,中
11000,0.9,0.73,2,203,4,0,0,0,技術支援,中
11001,0.94,0.95,5,170,3,0,0,0,技術支援,中
11002,0.8,0.86,3,203,3,0,0,0,技術支援,中
11003,0.59,0.53,5,169,3,0,0,0,技術員,低
11004,0.43,0.96,3,109,6,0,0,0,技術員,低
11005,0.7,0.54,5,263,3,0,0,0,技術員,低
11006,0.51,0.62,4,185,3,0,0,0,經理,低
11007,0.12,0.49,4,191,5,0,0,0,資訊科技,低
11008,0.14,0.56,5,259,4,1,0,0,資訊科技,低
11009,0.86,0.91,4,253,3,0,0,0,資訊科技,低
11010,0.97,0.5,3,216,3,0,0,0,資訊科技,低
11011,1,0.86,2,264,3,0,0,0,資訊科技,中
11012,0.49,0.63,3,181,3,1,0,0,產品管理,中
11013,0.9,0.93,3,209,3,0,0,0,產品管理,中
11014,0.82,0.89,4,239,2,0,0,0,產品管理,中
11015,0.59,0.48,3,197,3,0,0,0,產品管理,中
11016,0.97,0.57,4,150,2,0,0,0,資訊科技,中
11017,0.69,0.88,3,164,10,0,0,0,經理,中
11018,0.73,0.84,3,216,8,0,0,0,經理,中
11019,0.48,0.74,2,271,8,1,0,0,經理,中
11020,0.94,0.49,4,176,8,0,0,0,經理,中
11021,0.74,0.73,3,156,8,0,0,0,經理,中
11022,0.65,0.63,4,143,8,0,0,0,經理,中
11023,0.93,0.94,4,233,6,0,0,0,資訊科技,中
11024,0.57,0.67,3,138,6,1,0,0,資訊科技,中
11025,0.9,0.49,3,259,6,0,0,0,資訊科技,中
11026,0.55,0.86,4,169,6,0,0,0,資訊科技,中
11027,0.59,0.73,3,172,6,0,0,0,產品管理,中
11028,0.72,0.98,4,156,3,0,0,0,產品管理,中
11029,0.87,0.52,4,140,3,0,0,0,產品管理,中
11030,0.86,0.82,4,212,2,0,0,0,產品管理,中
11031,0.61,0.5,4,269,3,0,0,0,資訊科技,中
11032,0.45,0.63,5,111,5,0,0,0,經理,中
11033,0.51,0.63,4,198,2,0,0,0,經理,中
11034,0.87,0.92,4,263,3,0,0,0,經理,中
11035,0.29,0.38,5,191,5,0,0,0,經理,中
11036,0.57,0.64,3,188,3,0,0,0,經理,中
11037,0.69,0.83,4,252,3,0,0,0,經理,中
11038,0.61,0.9,2,142,3,0,0,0,行銷,高
11039,0.96,0.85,4,247,3,0,0,0,業務,高
11040,0.16,0.61,6,269,2,0,0,0,財務會計,高
11041,0.96,0.82,4,244,3,0,0,0,技術支援,高
11042,0.77,0.81,4,164,3,0,0,0,技術員,高
11043,0.85,0.87,6,232,5,0,0,0,經理,高
11044,0.37,0.49,3,177,3,0,0,0,行銷,高
11045,0.68,0.65,3,173,3,1,0,0,行銷,高
11046,0.87,0.6,5,165,2,1,0,0,行銷,高
11047,0.95,0.8,3,225,2,0,0,0,業務,高
11048,0.84,0.63,3,121,3,1,0,0,業務,低
11049,0.44,0.51,2,219,4,0,0,0,業務,低
11050,0.94,0.73,4,204,2,0,0,0,業務,低
11051,0.85,0.94,5,235,4,0,0,0,業務,低
11052,0.75,0.51,2,215,2,1,0,0,業務,低
11053,0.76,0.67,5,243,3,0,0,0,業務,低
11054,0.13,0.97,4,162,6,0,0,0,業務,低
11055,0.6,0.79,4,262,3,0,0,0,業務,低
11056,0.45,0.55,4,206,2,0,0,0,業務,低
11057,0.49,1,2,125,4,1,0,0,業務,低
11058,0.19,0.36,3,167,5,0,0,0,業務,低
11059,0.68,0.89,5,218,5,0,0,0,業務,低
11060,0.53,0.91,5,181,3,0,0,0,業務,低
11061,1,0.77,5,269,3,0,0,0,業務,低
11062,0.99,0.86,3,167,2,0,0,0,業務,低
11063,0.29,0.75,6,271,10,0,0,0,業務,中
11064,0.54,0.83,4,201,8,1,0,0,業務,中
11065,0.25,0.9,6,229,8,0,0,0,業務,中
11066,0.71,0.76,4,148,8,0,0,0,財務會計,中
11067,0.96,0.84,3,147,8,0,0,0,財務會計,中
11068,0.8,0.9,4,211,8,0,0,0,財務會計,中
11069,0.82,0.87,5,145,6,0,0,0,人力資源,中
11070,0.19,0.97,6,269,6,0,0,0,人力資源,中
11071,0.43,0.74,4,129,6,0,0,0,人力資源,中
11072,0.62,0.84,3,270,6,0,0,0,人力資源,中
11073,0.75,0.85,3,250,6,0,0,0,技術員,中
11074,0.56,0.48,5,192,2,1,0,0,技術員,中
11075,0.88,0.91,4,233,4,0,0,0,技術員,高
11076,0.63,0.57,4,192,3,0,0,0,技術員,高
11077,0.75,0.93,3,247,2,0,0,0,技術員,高
11078,0.74,1,4,192,4,0,0,0,技術員,高
11079,0.55,0.68,3,178,3,1,0,0,技術員,高
11080,0.87,0.55,4,197,3,0,0,0,技術員,高
11081,0.13,0.9,5,264,6,0,0,0,技術員,高
11082,0.33,0.64,2,274,3,1,0,0,技術員,高
11083,0.89,0.97,4,147,2,0,0,0,技術員,低
11084,0.56,0.94,3,154,3,1,0,0,技術支援,低
11085,0.95,0.61,3,224,2,1,0,0,技術支援,低
11086,0.57,0.59,4,250,2,0,0,0,技術支援,低
11087,0.72,0.53,3,179,3,0,0,0,技術支援,低
11088,0.28,0.44,4,170,2,0,0,0,技術支援,低
11089,0.54,0.61,4,118,5,0,0,0,技術支援,低
11090,0.54,0.95,4,256,3,0,0,0,技術支援,低
11091,0.99,0.8,3,209,2,0,0,0,技術支援,中
11092,0.37,0.69,2,146,3,0,0,0,技術支援,中
11093,0.77,0.87,3,275,4,1,0,0,技術支援,中
11094,0.7,0.88,4,180,2,0,0,0,技術支援,中
11095,0.8,0.74,3,228,3,0,0,0,技術員,中
11096,0.52,0.63,3,204,3,0,0,0,技術員,中
11097,0.69,0.55,3,172,2,0,0,0,技術員,中
11098,0.6,0.62,5,274,3,0,0,0,經理,中
11099,0.74,0.64,3,136,2,0,0,0,資訊科技,中
11100,0.69,0.82,4,252,3,1,0,0,資訊科技,中
11101,0.78,0.89,4,137,3,0,0,0,資訊科技,中
11102,0.77,0.75,4,191,3,0,0,0,資訊科技,中
11103,0.91,0.68,4,132,4,0,0,0,資訊科技,中
11104,0.54,0.68,6,249,5,0,0,0,產品管理,中
11105,0.48,0.77,6,274,6,0,0,0,產品管理,中
11106,0.55,0.96,3,194,3,0,0,0,產品管理,中
11107,0.17,0.36,6,191,2,0,0,0,產品管理,中
11108,0.77,0.83,5,216,4,0,0,0,資訊科技,中
11109,0.93,0.98,3,241,3,0,0,0,資訊科技,中
11110,0.65,0.91,4,243,5,1,0,0,資訊科技,中
11111,0.67,0.52,4,207,3,0,0,0,資訊科技,中
11112,0.95,0.88,3,199,3,0,0,0,資訊科技,中
11113,0.61,0.97,6,286,4,0,0,0,產品管理,中
11114,0.57,0.39,4,132,3,0,0,0,產品管理,高
11115,0.65,1,4,229,4,0,0,0,產品管理,低
11116,0.85,0.81,4,260,3,0,0,0,產品管理,中
11117,0.61,0.96,3,214,2,0,0,0,資訊科技,中
11118,0.65,0.9,6,217,4,1,0,1,研發,中
11119,0.92,0.93,4,225,2,0,0,1,研發,中
11120,0.37,0.41,2,113,3,0,0,1,研發,中
11121,0.48,0.77,5,250,2,0,0,1,研發,中
11122,0.82,0.91,5,271,2,0,0,1,研發,中
11123,0.84,0.75,4,135,3,0,0,1,研發,中
11124,0.57,0.46,2,100,6,1,0,1,行銷,中
11125,0.8,0.75,4,224,3,0,0,1,業務,中
11126,0.49,0.91,4,134,4,0,0,0,財務會計,低
11127,0.79,0.82,5,158,2,0,0,0,技術支援,低
11128,0.48,0.67,3,183,2,0,0,0,技術員,低
11129,0.28,0.89,4,97,6,0,0,0,經理,低
11130,0.47,0.56,4,226,3,0,0,0,行銷,低
